
Unordered Signature Table
---------------------
      Null-s -- 1791
---------------------
aborigine	aborigines
gather	gathered
gift	gifted
glow	glowed
govern	governed
grant	granted
grasp	grasped
greet	greeted
ground	grounded
group	grouped
guard	guarded
guess	guessed
hail	hailed
halt	halted
hand	handed
hang	hanged
happen	happened
haul	hauled
head	headed
heat	heated
help	helped
hint	hinted
honor	honored
hook	hooked
hunt	hunted
import	imported
inform	informed
inhibit	inhibited
insert	inserted
insist	insisted
install	installed
intend	intended
interest	interested
interpret	interpreted
interview	interviewed
invent	invented
join	joined
jump	jumped
kick	kicked
kill	killed
kiss	kissed
knock	knocked
label	labeled
labor	labored
lack	lacked
land	landed
last	lasted
laugh	laughed
launch	launched
lean	leaned
leap	leaped
learn	learned
lessen	lessened
level	leveled
lift	lifted
light	lighted
limit	limited
link	linked
list	listed
listen	listened
load	loaded
lock	locked
long	longed
look	looked
lower	lowered
mail	mailed
maintain	maintained
manifest	manifested
mann	manned
march	marched
mark	marked
master	mastered
match	matched
matter	mattered
mention	mentioned
merit	merited
miss	missed
mold	molded
mount	mounted
murder	murdered
nail	nailed
narrow	narrowed
need	needed
neglect	neglected
number	numbered
obey	obeyed
object	objected
obtain	obtained
occasion	occasioned
offer	offered
open	opened
order	ordered
pack	packed
paint	painted
pair	paired
park	parked
part	parted
pass	passed
past	pasted
patch	patched
pattern	patterned
peak	peaked
peer	peered
perfect	perfected
perform	performed
persist	persisted
pick	picked
pinch	pinched
pitch	pitched
plant	planted
plaster	plastered
play	played
plead	pleaded
plow	plowed
point	pointed
polish	polished
portray	portrayed
possess	possessed
post	posted
pour	poured
powder	powdered
pray	prayed
preach	preached
predict	predicted
present	presented
press	pressed
pretend	pretended
prevail	prevailed
prevent	prevented
print	printed
proceed	proceeded
process	processed
proclaim	proclaimed
profess	professed
progress	progressed
project	projected
prompt	prompted
protect	protected
protest	protested
pull	pulled
push	pushed
question	questioned
rang	ranged
reach	reached
react	reacted
rear	reared
recall	recalled
recommend	recommended
record	recorded
recover	recovered
reflect	reflected
regard	regarded
register	registered
reject	rejected
relax	relaxed
remain	remained
remark	remarked
remember	remembered
remind	reminded
render	rendered
rent	rented
repair	repaired
repeat	repeated
report	reported
represent	represented
request	requested
resent	resented
resist	resisted
resort	resorted
respect	respected
respond	responded
rest	rested
restrain	restrained
restrict	restricted
result	resulted
retain	retained
retreat	retreated
return	returned
reveal	revealed
review	reviewed
roar	roared
roast	roasted
rock	rocked
roll	rolled
root	rooted
round	rounded
ruin	ruined
rush	rushed
sail	sailed
scar	scared
scent	scented
scrap	scraped
scratch	scratched
scream	screamed
screw	screwed
seal	sealed
search	searched
season	seasoned
seat	seated
seem	seemed
select	selected
shield	shielded
shift	shifted
shock	shocked
shout	shouted
show	showed
shower	showered
sigh	sighed
sight	sighted
sign	signed
skill	skilled
slow	slowed
slump	slumped
smell	smelled
smooth	smoothed
soak	soaked
soil	soiled
sound	sounded
spell	spelled
spirit	spirited
sponsor	sponsored
spray	sprayed
stack	stacked
stag	staged
stain	stained
stamp	stamped
star	stared
start	started
station	stationed
stay	stayed
steam	steamed
steep	steeped
straighten	straightened
strain	strained
strand	stranded
strengthen	strengthened
stress	stressed
stretch	stretched
strip	striped
stuff	stuffed
subject	subjected
succeed	succeeded
suck	sucked
suffer	suffered
suggest	suggested
suit	suited
supplement	supplemented
support	supported
surrender	surrendered
surround	surrounded
survey	surveyed
suspect	suspected
sustain	sustained
swallow	swallowed
sway	swayed
switch	switched
talent	talented
talk	talked
tend	tended
term	termed
test	tested
thank	thanked
threaten	threatened
tilt	tilted
toss	tossed
total	totaled
touch	touched
trail	trailed
train	trained
transform	transformed
transport	transported
travel	traveled
treat	treated
trigger	triggered
trust	trusted
turn	turned
twist	twisted
uniform	uniformed
unit	united
unload	unloaded
utter	uttered
vanish	vanished
veil	veiled
view	viewed
visit	visited
volunteer	volunteered
wait	waited
walk	walked
wander	wandered
want	wanted
warm	warmed
warn	warned
wash	washed
watch	watched
water	watered
weaken	weakened
wheel	wheeled
whisper	whispered
widen	widened
widow	widowed
will	willed
wish	wished
witness	witnessed
wonder	wondered
wood	wooded
work	worked
wound	wounded
wreck	wrecked
yank	yanked
yell	yelled
yield	yielded



---------------------
      de-gin -- 550
---------------------
abandoned	abandoning
accelerated	accelerating
accepted	accepting
accounted	accounting
accused	accusing
achieved	achieving
acquired	acquiring
addressed	addressing
adjusted	adjusting
admitted	admitting
adopted	adopting
advertised	advertising
affected	affecting
allowed	allowing
amazed	amazing
amused	amusing
analyzed	analyzing
announced	announcing
annoyed	annoying
answered	answering
appealed	appealing
appeared	appearing
approached	approaching
argued	arguing
arranged	arranging
arrested	arresting
arrived	arriving
assembled	assembling
assessed	assessing
assigned	assigning
assisted	assisting
assumed	assuming
assured	assuring
astonished	astonishing
attacked	attacking
attained	attaining
attempted	attempting
attended	attending
authorized	authorizing
averaged	averaging
avoided	avoiding
awaited	awaiting
backed	backing
bathed	bathing
begged	begging
believed	believing
belonged	belonging
blessed	blessing
bloomed	blooming
boarded	boarding
boiled	boiling
booked	booking
borrowed	borrowing
bothered	bothering
bounced	bouncing
breathed	breathing
broadened	broadening
brushed	brushing
burned	burning
calculated	calculating
called	calling
canned	canning
carved	carving
caused	causing
celebrated	celebrating
centered	centering
challenged	challenging
changed	changing
charged	charging
charted	charting
checked	checking
chilled	chilling
choked	choking
claimed	claiming
cleaned	cleaning
cleared	clearing
climbed	climbing
closed	closing
clothed	clothing
clutched	clutching
collected	collecting
colored	coloring
combined	combining
commanded	commanding
commenced	commencing
commented	commenting
committed	committing
compared	comparing
compelled	compelling
complained	complaining
completed	completing
computed	computing
concentrated	concentrating
concerned	concerning
concluded	concluding
conditioned	conditioning
conducted	conducting
confronted	confronting
connected	connecting
considered	considering
consisted	consisting
constructed	constructing
consulted	consulting
consumed	consuming
contained	containing
contemplated	contemplating
continued	continuing
contributed	contributing
controlled	controlling
convinced	convincing
cooked	cooking
cooled	cooling
counted	counting
coupled	coupling
covered	covering
cracked	cracking
crashed	crashing
crawled	crawling
created	creating
crippled	crippling
crossed	crossing
crowded	crowding
crushed	crushing
cursed	cursing
danced	dancing
decided	deciding
declared	declaring
declined	declining
decreased	decreasing
defended	defending
defined	defining
delight	lighting
delivered	delivering
demanded	demanding
demonstrated	demonstrating
departed	departing
depend	pending
depended	depending
depicted	depicting
depressed	depressing
descended	descending
described	describing
design	signing
designed	designing
desired	desiring
destroyed	destroying
detected	detecting
determined	determining
developed	developing
devoted	devoting
diminished	diminishing
directed	directing
disappeared	disappearing
disappointed	disappointing
discouraged	discouraging
discovered	discovering
discussed	discussing
displayed	displaying
distinguished	distinguishing
disturbed	disturbing
divided	dividing
doubled	doubling
drafted	drafting
dragged	dragging
dreamed	dreaming
dressed	dressing
drifted	drifting
drilled	drilling
dropped	dropping
earned	earning
edited	editing
edition	ignition
eliminated	eliminating
embarrassed	embarrassing
emerged	emerging
employed	employing
enabled	enabling
enchanted	enchanting
encouraged	encouraging
endured	enduring
enforced	enforcing
engaged	engaging
enjoyed	enjoying
entered	entering
entertained	entertaining
escaped	escaping
established	establishing
evaluated	evaluating
examined	examining
exceeded	exceeding
excited	exciting
excluded	excluding
exercised	exercising
exhibited	exhibiting
existed	existing
expanded	expanding
expected	expecting
experienced	experiencing
experimented	experimenting
explained	explaining
exploded	exploding
explored	exploring
expressed	expressing
extended	extending
failed	failing
fascinated	fascinating
feared	fearing
figured	figuring
filled	filling
filtered	filtering
financed	financing
finished	finishing
fitted	fitting
flashed	flashing
floated	floating
flowed	flowing
focused	focusing
followed	following
forced	forcing
formed	forming
founded	founding
framed	framing
frightened	frightening
frowned	frowning
gained	gaining
gasped	gasping
gathered	gathering
generated	generating
glanced	glancing
glowed	glowing
governed	governing
grabbed	grabbing
graduated	graduating
granted	granting
greeted	greeting
grinned	grinning
gripped	gripping
guarded	guarding
guessed	guessing
guided	guiding
handed	handing
handled	handling
hanged	hanging
happened	happening
haunted	haunting
headed	heading
healed	healing
heated	heating
helped	helping
honored	honoring
housed	housing
hunted	hunting
illuminated	illuminating
imposed	imposing
improved	improving
included	including
increased	increasing
indicated	indicating
inquired	inquiring
insisted	insisting
inspired	inspiring
installed	installing
insured	insuring
interested	interesting
interfered	interfering
interviewed	interviewing
introduced	introducing
investigated	investigating
invited	inviting
involved	involving
isolated	isolating
joined	joining
judged	judging
jumped	jumping
kicked	kicking
killed	killing
kissed	kissing
knocked	knocking
lacked	lacking
landed	landing
lasted	lasting
laughed	laughing
leaned	leaning
learned	learning
lessened	lessening
leveled	leveling
licensed	licensing
lifted	lifting
lighted	lighting
limited	limiting
linked	linking
listed	listing
listened	listening
loaded	loading
located	locating
locked	locking
longed	longing
looked	looking
lowered	lowering
mailed	mailing
maintained	maintaining
managed	managing
manned	manning
manufactured	manufacturing
marched	marching
marked	marking
matched	matching
measured	measuring
melted	melting
mentioned	mentioning
missed	missing
molded	molding
mounted	mounting
muttered	muttering
needed	needing
neglected	neglecting
negotiated	negotiating
nodded	nodding
noticed	noticing
numbered	numbering
observed	observing
obtained	obtaining
occurred	occurring
offered	offering
omitted	omitting
opened	opening
operated	operating
opposed	opposing
ordered	ordering
organized	organizing
packaged	packaging
packed	packing
painted	painting
parked	parking
participated	participating
passed	passing
paused	pausing
peeled	peeling
peered	peering
penetrated	penetrating
performed	performing
permitted	permitting
persuaded	persuading
picked	picking
pitched	pitching
placed	placing
planned	planning
planted	planting
played	playing
pleaded	pleading
pleased	pleasing
plowed	plowing
pointed	pointing
popped	popping
possessed	possessing
poured	pouring
practiced	practicing
preached	preaching
preceded	preceding
predicted	predicting
prepared	preparing
presented	presenting
preserved	preserving
pressed	pressing
pretended	pretending
prevailed	prevailing
prevented	preventing
printed	printing
proceeded	proceeding
processed	processing
produced	producing
projected	projecting
promised	promising
promoted	promoting
proposed	proposing
protested	protesting
proved	proving
provided	providing
published	publishing
pulled	pulling
purchased	purchasing
pursued	pursuing
pushed	pushing
puzzled	puzzling
questioned	questioning
raised	raising
ranged	ranging
reached	reaching
realized	realizing
reassured	reassuring
recalled	recalling
received	receiving
recognized	recognizing
recommended	recommending
recorded	recording
reduced	reducing
referred	referring
reflected	reflecting
refreshed	refreshing
refused	refusing
regarded	regarding
related	relating
relaxed	relaxing
remained	remaining
remembered	remembering
reminded	reminding
removed	removing
rendered	rendering
rented	renting
repeated	repeating
replaced	replacing
reported	reporting
represented	representing
requested	requesting
required	requiring
respected	respecting
responded	responding
rested	resting
restored	restoring
restrained	restraining
resulted	resulting
retained	retaining
retired	retiring
retreated	retreating
returned	returning
revealed	revealing
reversed	reversing
reviewed	reviewing
